trade_date,close,open,high,low
2003-03-16,11.31,10.9,11.36,10.65
2003-03-23,11.42,11.32,11.6,11.15
2003-03-30,11.55,11.46,11.95,11.39
2003-04-06,11.98,11.58,12.1,11.55
2003-04-13,12.76,12.0,12.93,11.65
2003-04-20,13.89,12.78,14.38,12.78
2003-04-27,12.21,13.79,13.79,12.12
2003-05-04,12.84,12.01,13.31,11.81
2003-05-18,13.88,12.92,13.98,12.65
2003-05-25,6.79,13.93,14.1,6.77
2003-06-01,7.13,6.79,7.32,6.6
2003-06-08,6.78,7.1,7.34,6.78
2003-06-15,6.82,6.78,6.94,6.68
2003-06-22,6.41,6.79,6.83,6.35
2003-06-29,5.83,6.4,6.4,5.8
2003-07-06,6.0,5.7,6.09,5.7
2003-07-13,6.21,6.0,6.25,6.0
2003-07-20,6.25,6.21,6.58,6.1
2003-07-27,6.16,6.2,6.47,6.13
2003-08-03,6.39,6.16,6.45,6.1
2003-08-10,6.49,6.38,6.65,6.37
2003-08-17,6.5,6.48,6.61,6.41
2003-08-24,6.64,6.52,6.78,6.49
2003-08-31,6.46,6.6,6.62,6.3
2003-09-07,6.34,6.45,6.7,6.28
2003-09-14,6.04,6.34,6.36,5.87
2003-09-21,5.81,6.02,6.05,5.78
2003-09-28,5.91,5.83,6.02,5.7
2003-10-05,5.86,5.9,5.91,5.75
2003-10-12,6.05,5.88,6.09,5.85
2003-10-19,5.9,6.09,6.3,5.85
2003-10-26,6.06,5.88,6.23,5.86
2003-11-02,5.94,6.02,6.1,5.9
2003-11-09,5.95,5.89,6.33,5.85
2003-11-16,5.81,5.95,6.0,5.72
2003-11-23,5.87,5.81,6.05,5.74
2003-11-30,5.91,5.87,6.18,5.81
2003-12-07,6.02,5.91,6.16,5.89
2003-12-14,6.11,6.01,6.23,5.97
2003-12-21,6.0,6.12,6.17,5.87
2003-12-28,6.53,6.0,6.7,5.79
2004-01-04,6.87,6.5,6.95,6.4
2004-01-11,7.21,6.9,7.65,6.89
2004-01-18,7.94,7.18,8.09,7.15
2004-02-01,7.85,7.97,8.31,7.84
2004-02-08,7.88,8.13,8.29,7.74
2004-02-15,8.38,7.88,8.67,7.87
2004-02-22,8.42,8.4,8.75,8.25
2004-02-29,8.16,8.4,8.46,7.92
2004-03-07,8.18,8.18,8.51,8.02
2004-03-14,8.39,8.21,8.41,7.97
2004-03-21,8.39,8.39,8.58,8.2
2004-03-28,8.89,8.3,8.95,8.28
2004-04-04,9.35,8.89,9.7,8.69
2004-04-11,8.94,9.38,9.55,8.9
2004-04-18,8.86,8.89,9.13,8.44
2004-04-25,8.53,8.81,8.82,8.48
2004-05-02,7.69,8.51,8.88,7.45
2004-05-16,7.6,7.67,7.75,7.3
2004-05-23,7.66,7.55,7.86,7.42
2004-05-30,5.03,7.7,7.75,4.8
2004-06-06,4.99,5.05,5.13,4.93
2004-06-13,4.89,4.99,5.01,4.82
2004-06-20,4.58,4.85,4.99,4.5
2004-06-27,4.68,4.58,4.82,4.56
2004-07-04,5.1,4.68,5.12,4.64
2004-07-11,5.08,5.15,5.27,5.01
2004-07-18,5.39,5.08,5.45,4.95
2004-07-25,5.17,5.39,5.45,5.02
2004-08-01,5.35,5.17,5.42,5.05
2004-08-08,5.3,5.33,5.5,5.12
2004-08-15,5.5,5.3,5.52,5.3
2004-08-22,5.59,5.55,5.66,5.41
2004-08-29,4.89,5.59,5.65,4.84
2004-09-05,4.99,4.86,5.1,4.73
2004-09-12,4.82,4.99,5.02,4.68
2004-09-19,5.49,4.82,5.5,4.74
2004-09-26,5.38,5.53,5.66,5.22
2004-10-03,5.42,5.4,5.56,5.3
2004-10-10,5.56,5.42,5.6,5.28
2004-10-17,5.57,5.56,5.87,5.44
2004-10-24,5.79,5.5,5.81,5.43
2004-10-31,5.0,5.83,5.85,4.95
2004-11-07,4.97,5.0,5.12,4.86
2004-11-14,5.15,4.97,5.26,4.87
2004-11-21,5.15,5.2,5.21,5.03
2004-11-28,5.15,5.15,5.24,5.11
2004-12-05,5.08,5.12,5.17,5.0
2004-12-12,5.05,5.15,5.15,4.89
2004-12-19,5.08,5.0,5.13,4.96
2004-12-26,5.07,5.09,5.11,4.92
2005-01-02,5.26,5.09,5.29,5.02
2005-01-09,5.48,5.22,5.6,5.17
2005-01-16,5.47,5.48,5.6,5.42
2005-01-23,5.65,5.43,5.69,5.33
2005-01-30,5.66,5.7,5.81,5.6
2005-02-06,6.09,5.65,6.12,5.59
2005-02-20,5.9,6.15,6.27,5.85
2005-02-27,5.91,5.92,6.14,5.79
2005-03-06,5.64,5.9,5.96,5.55
2005-03-13,5.75,5.72,5.95,5.69
2005-03-20,5.43,5.76,5.78,5.2
2005-03-27,5.63,5.41,5.78,5.35
2005-04-03,5.69,5.63,5.8,5.42
2005-04-10,5.83,5.64,5.95,5.53
2005-04-17,5.84,5.82,5.97,5.67
2005-04-24,5.5,5.84,5.91,5.49
2005-05-01,5.9,5.56,5.92,5.55
2005-05-15,5.0,5.9,5.91,4.79
2005-05-22,5.04,4.9,5.12,4.8
2005-05-29,4.7,5.02,5.02,4.63
2005-06-05,4.44,4.7,4.72,4.22
2005-06-12,4.68,4.44,5.0,4.39
2005-06-19,4.72,4.68,4.85,4.65
2005-06-26,4.84,4.72,4.89,4.67
2005-07-03,3.17,4.95,5.09,3.13
2005-07-10,3.2,3.17,3.32,3.12
2005-07-17,3.26,3.23,3.33,3.15
2005-07-24,3.47,3.26,3.59,3.15
2005-07-31,3.84,3.47,3.85,3.44
2005-08-07,4.05,3.88,4.06,3.63
2005-08-14,3.77,4.06,4.09,3.71
2005-08-21,3.64,3.75,3.86,3.58
2005-08-28,3.67,3.64,3.76,3.61
2005-09-04,3.69,3.66,3.74,3.52
2005-09-11,3.76,3.68,3.93,3.67
2005-09-18,3.79,3.76,3.89,3.74
2005-09-25,3.58,3.78,3.79,3.55
2005-10-02,3.59,3.57,3.63,3.54
2005-10-23,3.8,3.86,3.9,3.67
2005-10-30,3.8,3.8,3.93,3.77
2005-11-06,3.95,3.81,3.96,3.78
2005-12-04,3.82,3.7,3.89,3.66
2005-12-11,3.93,3.8,3.94,3.62
2005-12-18,4.27,3.93,4.32,3.92
2005-12-25,4.28,4.25,4.36,4.16
2006-01-01,4.31,4.28,4.51,4.26
2006-01-08,4.69,4.4,4.85,4.4
2006-01-15,4.45,4.68,4.8,4.39
2006-01-22,4.55,4.45,4.67,4.27
2006-01-29,4.93,4.55,5.03,4.49
2006-02-12,5.16,4.96,5.44,4.91
2006-02-19,5.6,5.16,5.63,4.98
2006-02-26,5.61,5.61,5.78,5.45
2006-03-05,5.45,5.61,5.63,5.29
2006-03-12,5.04,5.43,5.48,4.95
2006-03-19,5.46,5.07,5.65,5.07
2006-03-26,5.93,5.46,6.11,5.39
2006-04-02,6.55,5.93,6.98,5.87
2006-04-09,6.83,6.55,7.1,6.55
2006-04-16,6.6,6.83,6.94,6.39
2006-04-23,6.67,6.58,6.89,6.2
2006-04-30,6.23,6.66,6.89,6.0
2006-05-14,6.18,6.28,7.17,6.0
2006-05-21,6.07,6.18,6.51,5.77
2006-05-28,5.94,6.02,6.2,5.8
2006-06-04,5.64,5.98,6.2,5.5
2006-06-11,5.29,5.6,5.83,5.26
2006-06-18,5.57,5.26,5.58,5.14
2006-06-25,5.43,5.5,5.63,5.27
2006-07-02,5.65,5.45,5.75,5.3
2006-07-09,5.6,5.69,6.0,5.54
2006-07-16,6.2,5.64,6.28,5.57
2006-07-23,6.04,6.25,6.49,5.96
2006-07-30,5.8,5.95,6.1,5.7
2006-08-06,5.68,5.82,5.84,5.51
2006-08-13,5.86,5.54,5.94,5.46
2006-08-20,6.25,5.85,6.46,5.8
2006-08-27,6.4,5.99,6.47,5.96
2006-09-03,6.77,6.41,7.07,6.41
2006-09-10,6.78,6.73,7.07,6.57
2006-09-17,7.25,6.79,7.27,6.71
2006-09-24,7.65,7.25,7.83,7.2
2006-10-01,7.57,7.65,7.81,7.14
2006-10-15,7.15,7.68,7.77,7.0
2006-10-22,7.89,7.14,7.91,7.03
2006-10-29,8.2,7.88,8.55,7.64
2006-11-05,8.24,8.2,8.47,7.92
2006-11-12,9.16,8.17,9.51,8.08
2006-11-19,10.5,9.14,10.5,8.91
2006-11-26,10.8,10.55,11.5,10.55
2006-12-03,12.1,10.72,12.63,10.45
2006-12-10,11.63,11.99,13.35,11.59
2006-12-17,13.25,11.6,13.68,11.51
2006-12-24,14.53,13.24,14.6,13.1
2006-12-31,15.44,14.63,15.93,14.61
2007-01-07,14.85,15.7,16.56,14.62
2007-01-14,16.1,14.78,17.42,14.51
2007-01-21,17.19,16.15,19.41,15.55
2007-01-28,18.58,17.25,18.77,16.32
2007-02-04,14.42,18.56,19.0,14.3
2007-02-11,15.04,14.35,15.67,13.7
2007-02-18,16.65,14.88,17.6,14.61
2007-03-04,14.39,16.4,16.4,13.8
2007-03-11,15.6,14.35,16.1,14.11
2007-03-18,15.9,15.4,16.32,14.78
2007-03-25,16.23,15.3,17.5,15.1
2007-04-01,16.59,16.31,17.5,15.92
2007-04-08,17.42,16.53,18.0,16.52
2007-04-15,18.64,17.55,18.9,16.91
2007-04-22,17.93,18.71,19.91,17.0
2007-04-29,17.95,17.9,19.13,17.6
2007-05-06,18.08,17.88,18.25,17.8
2007-05-13,22.39,18.68,22.55,18.6
2007-05-20,16.6,22.3,24.55,14.65
2007-05-27,18.32,15.88,19.05,15.75
2007-06-03,18.2,18.4,19.77,17.56
2007-06-10,18.55,18.25,19.17,14.9
2007-06-17,19.1,18.61,19.89,18.0
2007-06-24,19.66,19.55,21.44,19.2
2007-07-01,19.12,19.69,20.5,18.75
2007-07-08,19.38,19.0,20.3,18.02
2007-07-15,21.26,19.42,21.78,19.42
2007-07-22,25.64,21.3,25.64,20.4
2007-07-29,27.3,26.2,27.98,25.82
2007-08-05,33.8,26.86,34.7,26.8
2007-08-12,33.76,34.0,35.48,31.61
2007-08-19,30.85,32.98,34.5,30.7
2007-08-26,34.79,31.88,35.8,31.88
2007-09-02,33.8,35.8,36.89,32.95
2007-09-09,31.98,33.84,35.16,31.88
2007-09-16,31.93,31.5,32.93,30.0
2007-09-23,29.9,31.4,32.5,29.2
2007-09-30,30.2,29.9,32.3,28.9
2007-10-14,32.89,30.98,34.89,30.3
2007-10-21,31.5,32.38,32.99,30.6
2007-10-28,35.45,30.6,36.0,30.5
2007-11-04,39.05,36.12,40.78,35.1
2007-11-11,35.0,38.8,39.05,33.95
2007-11-18,34.3,34.28,37.21,33.51
2007-11-25,31.5,34.0,34.38,30.59
2007-12-02,31.55,32.1,32.34,29.34
2007-12-09,33.52,31.48,34.39,30.96
2007-12-16,29.95,32.51,33.5,28.46
2007-12-23,28.3,29.5,29.5,26.6
2007-12-30,28.84,28.52,29.61,27.21
2008-01-06,29.24,29.02,29.6,28.01
2008-01-13,31.06,29.31,31.34,29.31
2008-01-20,27.84,31.3,31.89,27.01
2008-01-27,27.0,27.85,27.9,23.4
2008-02-03,27.0,26.95,27.41,24.98
2008-02-10,28.21,27.75,29.4,27.55
2008-02-17,26.46,27.88,28.0,26.02
2008-02-24,23.99,26.88,27.75,23.85
2008-03-02,23.25,24.06,24.49,21.86
2008-03-09,23.3,23.11,23.89,20.78
2008-03-16,20.95,23.2,23.2,20.1
2008-03-23,24.42,21.0,25.95,20.5
2008-03-30,26.66,24.88,26.66,22.0
2008-04-06,24.8,25.7,26.48,23.39
2008-04-13,25.47,24.39,27.1,24.03
2008-04-20,20.3,24.71,25.0,19.8
2008-04-27,23.82,22.1,24.39,18.35
2008-05-04,24.37,23.35,24.9,22.49
2008-05-11,21.88,24.6,25.2,21.33
2008-05-18,21.66,21.3,22.99,20.45
2008-05-25,19.45,21.5,21.5,19.0
2008-06-01,19.75,19.21,20.34,18.7
2008-06-08,19.67,19.51,20.57,19.08
2008-06-15,16.5,18.88,18.88,16.37
2008-06-22,9.35,10.19,10.74,8.73
2008-06-29,9.04,9.15,10.06,8.88
2008-07-06,8.87,8.93,9.15,8.02
2008-07-13,9.5,8.68,10.38,8.6
2008-07-20,8.63,9.45,9.59,8.15
2008-07-27,9.15,8.6,9.45,8.45
2008-08-03,8.65,9.23,9.54,8.23
2008-08-10,7.53,8.55,8.6,7.51
2008-08-17,7.14,7.5,7.53,6.89
2008-08-24,6.87,7.15,7.5,6.58
2008-08-31,7.08,6.88,7.24,6.67
2008-09-07,6.36,6.99,7.0,6.32
2008-09-14,5.63,6.35,6.38,5.46
2008-09-21,5.69,5.69,5.8,4.8
2008-09-28,6.53,6.2,6.53,5.15
2008-10-12,5.91,6.3,6.8,5.86
2008-10-19,6.75,5.91,7.05,5.58
2008-10-26,6.53,6.8,7.2,6.3
2008-11-02,5.88,6.3,6.33,5.3
2008-11-09,5.7,5.82,6.04,5.4
2008-11-16,6.92,5.83,7.02,5.83
2008-11-23,6.92,6.8,7.17,5.88
2008-11-30,6.82,6.74,7.48,6.39
2008-12-07,7.55,6.82,7.63,6.72
2008-12-14,7.31,7.63,8.05,7.22
2008-12-21,7.72,7.42,7.84,7.0
2008-12-28,6.53,7.71,7.71,6.48
2009-01-04,6.45,6.46,6.65,6.26
2009-01-11,6.89,6.58,7.06,6.48
2009-01-18,6.92,6.82,7.11,6.55
2009-01-25,7.04,6.99,7.25,6.8
2009-02-08,7.82,7.09,7.85,6.75
2009-02-15,8.55,7.91,8.6,7.7
2009-02-22,7.74,8.6,8.65,7.5
2009-03-01,7.15,7.85,8.49,6.96
2009-03-08,8.08,7.15,8.23,7.05
2009-03-15,7.71,8.15,8.47,7.45
2009-03-22,8.13,7.67,8.45,7.61
2009-03-29,8.33,8.15,8.73,8.02
2009-04-05,8.67,8.36,8.95,8.02
2009-04-12,8.39,8.68,8.78,8.1
2009-04-19,8.43,8.6,8.86,8.32
2009-04-26,8.08,8.41,8.58,8.04
2009-05-03,8.48,8.08,8.62,7.92
2009-05-10,9.84,8.5,10.0,8.43
2009-05-17,10.41,10.1,10.68,9.69
2009-05-24,9.65,10.25,10.52,9.53
2009-05-31,9.74,9.43,9.96,9.35
2009-06-07,10.69,9.99,11.07,9.99
2009-06-14,10.96,10.61,11.52,10.61
2009-06-21,12.39,10.94,12.51,10.59
2009-06-28,12.6,12.49,12.89,11.95
2009-07-05,14.28,12.61,14.39,12.48
2009-07-12,14.27,14.42,14.94,13.62
2009-07-19,14.07,14.27,14.64,13.9
2009-07-26,14.22,13.99,14.68,13.59
2009-08-02,13.36,14.23,14.51,12.31
2009-08-09,12.75,13.39,13.6,12.58
2009-08-16,12.77,12.81,13.12,11.98
2009-08-23,11.34,12.64,12.67,10.64
2009-08-30,10.23,11.41,11.5,10.15
2009-09-06,11.17,10.1,11.38,9.21
2009-09-13,11.56,11.22,11.7,10.87
2009-09-20,11.36,11.7,12.3,11.05
2009-09-27,10.64,11.2,11.45,10.18
2009-10-04,10.42,10.67,10.79,10.2
2009-10-11,10.96,10.65,11.0,10.49
2009-10-18,11.55,10.98,11.8,10.75
2009-10-25,12.47,11.56,12.77,11.56
2009-11-01,11.51,12.52,12.69,11.4
2009-11-08,12.1,11.19,12.19,11.11
2009-11-15,11.81,12.1,12.29,11.58
2009-11-22,12.26,11.89,12.38,11.87
2009-11-29,11.27,12.25,12.48,11.15
2009-12-06,11.97,11.34,11.97,11.16
2009-12-13,11.79,12.03,12.58,11.76
2009-12-20,10.59,11.79,11.88,10.5
2009-12-27,10.47,10.53,10.82,10.18
2010-01-03,10.81,10.45,10.85,10.34
2010-01-10,10.35,10.85,10.87,10.19
2010-01-17,10.14,10.52,10.6,9.89
2010-01-24,9.55,10.14,10.19,9.5
2010-01-31,9.34,9.52,9.65,9.18
2010-02-07,9.2,9.3,9.55,9.09
2010-02-14,9.37,9.19,9.37,9.03
2010-02-28,9.43,9.29,9.52,9.05
2010-03-07,9.36,9.43,9.69,9.3
2010-03-14,9.36,9.36,9.7,9.28
2010-03-21,9.62,9.35,9.7,9.19
2010-03-28,9.3,9.63,9.67,9.12
2010-04-04,9.77,9.33,9.85,9.32
2010-04-11,9.39,9.8,9.83,9.3
2010-04-18,9.04,9.41,9.44,8.95
2010-04-25,7.93,8.9,8.9,7.82
2010-05-02,7.8,7.95,7.98,7.6
2010-05-09,7.22,7.64,7.7,7.0
2010-05-16,7.31,7.22,7.45,7.17
2010-05-23,7.39,7.25,7.44,6.83
2010-05-30,7.43,7.43,7.82,7.25
2010-06-06,7.28,7.4,7.49,7.08
2010-06-13,7.13,7.15,7.32,7.06
2010-06-20,7.07,7.17,7.23,7.05
2010-06-27,7.15,7.13,7.39,7.06
2010-07-04,6.93,7.15,7.18,6.65
2010-07-11,7.24,6.85,7.33,6.8
2010-07-18,7.62,7.26,7.76,7.19
2010-07-25,8.0,7.54,8.09,7.54
2010-08-01,8.29,8.0,8.38,7.89
2010-08-08,8.0,8.28,8.55,7.78
2010-08-15,8.84,7.94,8.86,7.7
2010-08-22,8.65,8.79,9.02,8.63
2010-08-29,8.44,8.62,8.92,8.39
2010-09-05,8.5,8.49,8.74,8.22
2010-09-12,8.16,8.56,8.9,8.04
2010-09-19,8.08,8.17,8.52,7.98
2010-09-26,8.15,8.09,8.24,8.01
2010-10-03,8.4,8.12,8.4,7.64
2010-10-10,8.44,8.3,8.59,8.15
2010-10-17,9.55,8.39,9.68,8.37
2010-10-24,8.89,9.5,9.98,8.6
2010-10-31,9.7,8.98,10.04,8.84
2010-11-07,9.74,9.66,10.0,9.41
2010-11-14,8.53,9.78,10.09,8.49
2010-11-21,8.24,8.6,8.64,8.0
2010-11-28,8.23,8.17,8.48,7.89
2010-12-05,8.49,8.21,8.59,7.95
2010-12-12,8.1,8.51,8.69,8.08
2010-12-19,8.4,8.2,8.6,8.13
2010-12-26,9.01,8.45,9.44,8.21
2011-01-02,8.22,9.02,9.16,8.04
2011-01-09,8.89,8.27,9.2,8.23
2011-01-16,9.05,9.0,9.34,8.64
2011-01-23,8.38,8.93,9.02,8.13
2011-01-30,8.26,8.39,8.65,7.95
2011-02-06,8.18,8.25,8.26,8.12
2011-02-13,8.26,8.08,8.35,7.98
2011-02-20,8.35,8.25,8.7,8.22
2011-02-27,8.13,8.28,8.41,8.07
2011-03-06,8.34,8.13,8.42,8.05
2011-03-13,8.33,8.39,8.63,8.28
2011-03-20,8.2,8.28,8.35,8.1
2011-03-27,8.72,8.2,8.8,8.18
2011-04-03,8.82,8.74,8.93,8.5
2011-04-10,9.15,8.78,9.28,8.73
2011-04-17,8.9,9.13,9.19,8.69
2011-04-24,8.55,8.86,8.99,8.52
2011-05-01,8.48,8.51,8.6,8.3
2011-05-08,8.3,8.47,8.51,8.24
2011-05-15,8.31,8.31,8.41,8.18
2011-05-22,8.24,8.26,8.46,8.21
2011-05-29,7.9,8.21,8.27,7.81
2011-06-05,7.79,7.88,7.9,7.61
2011-06-12,8.0,7.77,8.14,7.74
2011-06-19,8.05,7.95,8.39,7.83
2011-06-26,8.38,8.07,8.5,8.06
2011-07-03,8.68,8.39,8.81,8.15
2011-07-10,8.82,8.73,9.02,8.55
2011-07-17,8.43,8.75,8.78,8.28
2011-07-24,8.42,8.39,8.55,8.24
2011-07-31,8.15,8.31,8.35,8.01
2011-08-07,8.18,8.15,8.39,8.11
2011-08-14,8.43,8.14,8.68,7.94
2011-08-21,8.14,8.43,8.55,8.03
2011-08-28,8.38,8.12,8.46,8.05
2011-09-04,8.1,8.3,8.36,8.04
2011-09-11,8.08,8.08,8.2,7.95
2011-09-18,8.06,8.01,8.17,7.97
2011-09-25,7.4,8.0,8.02,7.28
2011-10-02,7.24,7.33,7.43,6.88
2011-10-16,7.35,7.23,7.52,6.95
2011-10-23,6.98,7.36,7.46,6.9
2011-10-30,7.91,6.98,8.28,6.94
2011-11-06,7.84,7.85,8.05,7.61
2011-11-13,7.52,7.78,7.86,7.45
2011-11-20,7.09,7.55,7.67,6.99
2011-11-27,7.1,7.09,7.32,7.01
2011-12-04,7.38,7.12,7.61,7.01
2011-12-11,7.54,7.35,7.63,7.2
2011-12-18,7.43,7.4,7.55,7.05
2011-12-25,7.56,7.37,7.73,7.24
2012-01-01,7.47,7.5,7.68,7.15
2012-01-08,7.16,7.47,7.65,7.06
2012-01-15,7.46,7.16,7.71,7.08
2012-01-22,7.9,7.4,7.96,7.22
2012-02-05,7.79,7.85,7.88,7.49
2012-02-12,7.85,7.77,8.03,7.38
2012-02-19,7.79,7.56,7.87,7.43
2012-02-26,8.51,7.92,8.6,7.78
2012-03-04,8.63,8.5,8.72,8.2
2012-03-11,8.6,8.71,8.85,8.32
2012-03-18,8.27,8.53,8.62,8.06
2012-03-25,8.12,8.22,8.34,8.1
2012-04-01,8.28,8.1,8.4,7.93
2012-04-08,8.38,8.22,8.51,8.21
2012-04-15,8.58,8.32,8.76,8.19
2012-04-22,8.64,8.51,8.68,8.33
2012-04-29,8.98,8.62,9.08,8.5
2012-05-06,9.22,9.03,9.29,8.88
2012-05-13,8.93,9.12,9.2,8.85
2012-05-20,8.58,8.94,9.08,8.55
2012-05-27,8.85,8.6,9.16,8.56
2012-06-03,9.15,8.8,9.49,8.76
2012-06-10,8.92,9.07,9.22,8.84
2012-06-17,9.11,8.98,9.44,8.93
2012-06-24,9.03,9.13,9.2,8.97
2012-07-01,8.91,8.97,9.09,8.59
2012-07-08,9.65,8.94,9.65,8.9
2012-07-15,9.86,9.56,9.9,9.29
2012-07-22,9.3,9.85,9.95,9.19
2012-07-29,8.98,9.2,9.48,8.74
2012-08-05,8.7,9.02,9.44,8.5
2012-08-12,8.79,8.65,9.09,8.52
2012-08-19,8.61,8.76,8.76,8.32
2012-08-26,8.12,8.5,8.6,7.98
2012-09-02,8.02,8.1,8.21,7.88
2012-09-09,8.6,8.03,8.88,8.01
2012-09-16,8.34,8.62,8.71,8.26
2012-09-23,7.81,8.3,8.36,7.76
2012-09-30,8.43,7.8,8.45,7.6
2012-10-14,8.24,8.37,8.47,8.09
2012-10-21,8.42,8.26,8.5,8.11
2012-10-28,8.2,8.38,8.57,8.13
2012-11-04,8.65,8.19,8.7,8.08
2012-11-11,8.38,8.65,8.73,8.37
2012-11-18,8.22,8.38,8.57,8.09
2012-11-25,8.45,8.21,8.51,8.07
2012-12-02,8.75,8.43,8.92,8.32
2012-12-09,9.2,8.75,9.4,8.62
2012-12-16,9.7,9.26,9.73,9.06
2012-12-23,9.43,9.68,9.9,9.01
2012-12-30,10.12,9.45,10.26,9.43
2013-01-27,11.7,11.13,12.22,11.13
2013-02-03,11.96,11.65,12.75,11.63
2013-02-10,12.03,11.83,12.52,11.51
2013-02-24,11.32,12.13,12.22,11.03
2013-03-03,12.04,11.33,12.18,10.73
2013-03-10,10.96,11.04,11.43,10.5
2013-03-17,10.48,10.9,11.45,10.33
2013-03-24,11.0,10.43,11.42,10.43
2013-03-31,10.76,11.05,11.57,10.5
2013-04-07,11.2,10.83,11.45,10.83
2013-04-14,10.92,10.88,11.35,10.6
2013-04-21,11.91,10.98,11.93,10.75
2013-04-28,11.03,11.94,12.0,10.91
2013-05-05,11.39,10.88,11.7,10.86
2013-05-12,11.75,11.39,12.04,11.24
2013-05-19,12.16,11.77,12.2,11.12
2013-05-26,11.91,12.2,12.47,11.72
2013-06-02,11.98,11.84,12.61,11.68
2013-06-09,11.21,12.01,12.2,11.06
2013-06-16,10.69,11.0,11.0,10.45
2013-06-23,9.9,10.73,10.75,9.6
2013-06-30,9.85,9.88,10.0,8.38
2013-07-07,10.2,9.74,10.7,9.22
2013-07-14,10.4,10.06,11.01,9.58
2013-07-21,9.56,10.45,10.75,9.5
2013-07-28,9.35,9.48,9.88,9.29
2013-08-04,9.98,9.28,10.26,8.93
2013-08-11,9.75,9.9,10.34,9.6
2013-08-18,9.89,9.77,10.5,9.77
2013-08-25,9.56,9.81,10.05,9.36
2013-09-01,9.46,9.57,9.74,9.36
2013-09-08,9.55,9.5,9.9,9.17
2013-09-15,10.14,9.57,10.45,9.53
2013-09-22,9.63,10.21,10.28,9.56
2013-09-29,9.06,9.68,9.71,8.95
2013-10-06,9.13,9.08,9.18,9.03
2013-10-13,9.44,9.11,9.6,9.01
2013-10-20,9.17,9.43,9.43,9.02
2013-10-27,8.9,9.18,9.23,8.84
2013-11-03,9.39,8.95,9.65,8.67
2013-11-10,8.87,9.48,9.49,8.85
2013-11-17,8.91,8.87,9.01,8.49
2013-11-24,8.7,8.92,9.21,8.68
2013-12-01,8.76,8.6,8.84,8.48
2013-12-08,8.67,8.7,8.85,8.49
2013-12-15,8.54,8.69,8.74,8.49
2013-12-22,7.85,8.56,8.59,7.85
2013-12-29,8.03,7.86,8.1,7.71
2014-01-05,7.84,8.05,8.07,7.74
2014-01-12,7.38,7.82,7.84,7.34
2014-01-19,7.08,7.39,7.42,7.06
2014-01-26,7.79,7.06,7.93,7.04
2014-02-02,7.38,7.7,7.79,7.36
2014-02-09,7.41,7.34,7.41,7.24
2014-02-16,7.37,7.45,7.62,7.3
2014-02-23,7.16,7.4,7.48,7.1
2014-03-02,6.72,7.0,7.01,6.52
2014-03-09,7.27,6.67,7.46,6.56
2014-03-16,7.53,7.22,7.85,7.04
2014-03-23,8.01,7.6,8.08,7.24
2014-03-30,8.12,8.01,8.24,7.73
2014-04-06,8.11,8.16,8.4,7.96
2014-04-13,7.95,8.05,8.23,7.82
2014-04-20,7.78,7.95,8.01,7.62
2014-04-27,7.94,7.71,8.11,7.62
2014-05-04,7.9,7.98,8.16,7.67
2014-05-11,7.26,7.85,7.9,7.1
2014-05-18,7.7,7.28,7.83,7.19
2014-05-25,8.15,7.66,8.2,7.52
2014-06-01,8.55,8.2,8.75,8.06
2014-06-08,8.25,8.51,8.63,8.09
2014-06-15,8.43,8.17,8.56,8.12
2014-06-22,8.13,8.41,8.42,7.97
2014-06-29,8.32,8.13,8.38,7.96
2014-07-06,8.47,8.32,8.5,8.05
2014-07-13,8.81,8.5,8.94,8.45
2014-07-20,8.89,8.79,9.02,8.47
2014-07-27,9.81,8.9,9.89,8.88
2014-08-03,9.74,9.81,10.09,9.49
2014-08-10,9.44,9.75,9.97,9.3
2014-08-17,9.4,9.44,9.68,9.35
2014-08-24,9.35,9.41,9.48,9.02
2014-08-31,9.12,9.33,9.33,9.01
2014-09-07,9.83,9.12,9.86,9.1
2014-09-14,9.44,9.83,9.83,9.34
2014-09-21,9.28,9.36,9.36,9.17
2014-09-28,9.33,9.26,9.52,9.19
2014-10-05,9.18,9.33,9.33,9.15
2014-10-12,9.57,9.54,9.71,9.35
2014-10-19,9.35,9.57,9.8,9.26
2014-10-26,9.09,9.4,9.46,9.04
2014-11-02,9.4,9.08,9.42,8.74
2014-11-09,9.4,9.43,9.56,9.18
2014-11-16,9.67,9.5,9.8,9.4
2014-11-23,9.37,9.7,9.84,9.14
2014-11-30,10.9,9.9,11.0,9.75
2014-12-07,11.46,10.9,12.1,10.46
2014-12-14,11.69,11.45,13.2,11.26
2014-12-21,11.48,11.55,12.28,11.08
2014-12-28,11.78,11.5,12.2,10.93
2015-01-04,13.9,12.03,13.9,11.88
2015-01-11,13.45,14.39,15.29,13.29
2015-01-18,13.52,13.32,13.83,12.75
2015-01-25,13.92,12.5,14.09,12.06
2015-02-01,13.12,13.99,14.0,12.62
2015-02-08,12.16,12.79,13.53,11.98
2015-02-15,12.76,12.03,13.01,11.74
2015-02-22,12.77,12.66,12.83,12.53
2015-03-01,12.75,12.77,12.97,12.33
2015-03-08,11.94,13.02,13.1,11.81
2015-03-15,12.23,11.8,12.4,11.53
2015-03-22,13.14,12.36,13.35,12.26
2015-03-29,13.35,13.3,13.65,12.57
2015-04-05,13.45,13.4,14.97,13.18
2015-04-12,14.32,13.48,14.82,13.37
2015-04-19,14.67,14.42,14.92,13.77
2015-04-26,14.42,14.78,15.25,14.02
